AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
AMR,Americas,Bahamas,2016,Male,MLE,"Trachea, bronchus, lung cancers",3,1.57,4.8,3 [1.57 – 4.8],7/6/18 0:00
AMR,Americas,Argentina,2016,Male,MLE,Ischaemic heart disease,3005,2257,3696,"3,005 [2,257 – 3,696]",7/6/18 0:00
EUR,Europe,Russian Federation,2016,Male,MLE,Chronic obstructive pulmonary disease,3007,1266,5189,"3,007 [1,266 – 5,189]",7/6/18 0:00
EUR,Europe,France,2016,Female,FMLE,Ischaemic heart disease,3028,1626,4677,"3,028 [1,626 – 4,677]",7/6/18 0:00
AMR,Americas,Ecuador,2016,Both sexes,BTSX,Total,3030,2417,3764,"3,030 [2,417 – 3,764]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Male,MLE,Ischaemic heart disease,3032,2481,3593,"3,032 [2,481 – 3,593]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,BTSX,Stroke,3037,1352,6954,"3,037 [1,352 – 6,954]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Female,FMLE,Total,3041,2429,3743,"3,041 [2,429 – 3,743]",7/6/18 0:00
EUR,Europe,Russian Federation,2016,Male,MLE,Lower respiratory infections,3045,1315,5289,"3,045 [1,315 – 5,289]",7/6/18 0:00
AFR,Africa,Benin,2016,Both sexes,BTSX,Lower respiratory infections,3047,2198,3958,"3,047 [2,198 – 3,958]",7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Both sexes,BTSX,Total,3051,2513,3640,"3,051 [2,513 – 3,640]",7/6/18 0:00
EUR,Europe,Poland,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3059,1659,4729,"3,059 [1,659 – 4,729]",7/6/18 0:00
EMR,Eastern Mediterranean,Afghanistan,2016,Female,FMLE,Ischaemic heart disease,3061,2599,3528,"3,061 [2,599 – 3,528]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Female,FMLE,Chronic obstructive pulmonary disease,3069,1356,5195,"3,069 [1,356 – 5,195]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Female,FMLE,Ischaemic heart disease,3086,2598,3602,"3,086 [2,598 – 3,602]",7/6/18 0:00
AFR,Africa,Mozambique,2016,Both sexes,BTSX,Lower respiratory infections,3095,1661,4754,"3,095 [1,661 – 4,754]",7/6/18 0:00
AMR,Americas,United States of America,2016,Male,MLE,"Trachea, bronchus, lung cancers",3096,1109,6076,"3,096 [1,109 – 6,076]",7/6/18 0:00
EUR,Europe,Serbia,2016,Both sexes,BTSX,Ischaemic heart disease,3111,2325,3879,"3,111 [2,325 – 3,879]",7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Male,MLE,Ischaemic heart disease,3111,2591,3618,"3,111 [2,591 – 3,618]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3118,1608,5021,"3,118 [1,608 – 5,021]",7/6/18 0:00
EMR,Eastern Mediterranean,Lebanon,2016,Both sexes,BTSX,Total,3124,2600,3632,"3,124 [2,600 – 3,632]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Female,FMLE,Ischaemic heart disease,3139,1897,4520,"3,139 [1,897 – 4,520]",7/6/18 0:00
AFR,Africa,Malawi,2016,Both sexes,BTSX,Total,3139,2369,3972,"3,139 [2,369 – 3,972]",7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Female,FMLE,Ischaemic heart disease,3157,2573,3750,"3,157 [2,573 – 3,750]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Female,FMLE,Chronic obstructive pulmonary disease,3158,1190,5678,"3,158 [1,190 – 5,678]",7/6/18 0:00
AFR,Africa,South Africa,2016,Female,FMLE,Ischaemic heart disease,3158,2450,3847,"3,158 [2,450 – 3,847]",7/6/18 0:00
AFR,Africa,Ghana,2016,Both sexes,BTSX,Ischaemic heart disease,3197,2618,3754,"3,197 [2,618 – 3,754]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Female,FMLE,Lower respiratory infections,3201,2465,3990,"3,201 [2,465 – 3,990]",7/6/18 0:00
AFR,Africa,Ghana,2016,Male,MLE,Lower respiratory infections,3221,2198,4329,"3,221 [2,198 – 4,329]",7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Both sexes,BTSX,Ischaemic heart disease,3282,2543,4053,"3,282 [2,543 – 4,053]",7/6/18 0:00
EUR,Europe,Italy,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3287,1704,5272,"3,287 [1,704 – 5,272]",7/6/18 0:00
EUR,Europe,Germany,2016,Male,MLE,Chronic obstructive pulmonary disease,3293,1262,5879,"3,293 [1,262 – 5,879]",7/6/18 0:00
AFR,Africa,South Africa,2016,Female,FMLE,Lower respiratory infections,3298,2035,4698,"3,298 [2,035 – 4,698]",7/6/18 0:00
EUR,Europe,Greece,2016,Female,FMLE,Total,3298,2443,4572,"3,298 [2,443 – 4,572]",7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Male,MLE,Total,3300,2758,3922,"3,300 [2,758 – 3,922]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Both sexes,BTSX,Ischaemic heart disease,3302,2537,4036,"3,302 [2,537 – 4,036]",7/6/18 0:00
EUR,Europe,Czechia,2016,Male,MLE,Total,3303,2657,3931,"3,303 [2,657 – 3,931]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,Total,3307,2670,4036,"3,307 [2,670 – 4,036]",7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3311,2187,4445,"3,311 [2,187 – 4,445]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Both sexes,BTSX,Stroke,3315,2259,5017,"3,315 [2,259 – 5,017]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Female,FMLE,Lower respiratory infections,3321,1556,5513,"3,321 [1,556 – 5,513]",7/6/18 0:00
EUR,Europe,Germany,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3346,1591,5657,"3,346 [1,591 – 5,657]",7/6/18 0:00
AFR,Africa,South Africa,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,3348,1803,5247,"3,348 [1,803 – 5,247]",7/6/18 0:00
AMR,Americas,Peru,2016,Both sexes,BTSX,Ischaemic heart disease,3351,2607,4061,"3,351 [2,607 – 4,061]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Male,MLE,Chronic obstructive pulmonary disease,3352,1865,5099,"3,352 [1,865 – 5,099]",7/6/18 0:00
AFR,Africa,Nigeria,2016,Female,FMLE,Chronic obstructive pulmonary disease,3367,2067,4785,"3,367 [2,067 – 4,785]",7/6/18 0:00
EUR,Europe,Austria,2016,Both sexes,BTSX,Total,3375,2447,4403,"3,375 [2,447 – 4,403]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Female,FMLE,Ischaemic heart disease,3380,2873,3890,"3,380 [2,873 – 3,890]",7/6/18 0:00
AMR,Americas,Cuba,2016,Male,MLE,Total,3391,2844,4029,"3,391 [2,844 – 4,029]",7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Both sexes,BTSX,Total,3405,2593,4301,"3,405 [2,593 – 4,301]",7/6/18 0:00
SEAR,South-East Asia,Nepal,2016,Both sexes,BTSX,Stroke,3410,2871,4024,"3,410 [2,871 – 4,024]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3423,1996,5039,"3,423 [1,996 – 5,039]",7/6/18 0:00
AMR,Americas,Guatemala,2016,Both sexes,BTSX,Total,3444,2741,4190,"3,444 [2,741 – 4,190]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Female,FMLE,Total,3445,2818,4207,"3,445 [2,818 – 4,207]",7/6/18 0:00
EUR,Europe,Italy,2016,Female,FMLE,Stroke,3446,1393,7835,"3,446 [1,393 – 7,835]",7/6/18 0:00
AFR,Africa,Togo,2016,Both sexes,BTSX,Total,3448,2863,4051,"3,448 [2,863 – 4,051]",7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Female,FMLE,Total,3448,2923,3993,"3,448 [2,923 – 3,993]",7/6/18 0:00
AFR,Africa,Mali,2016,Male,MLE,Total,3451,2841,4119,"3,451 [2,841 – 4,119]",7/6/18 0:00
EUR,Europe,France,2016,Male,MLE,Ischaemic heart disease,3455,2359,4620,"3,455 [2,359 – 4,620]",7/6/18 0:00
AFR,Africa,Kenya,2016,Female,FMLE,Total,3461,2678,4279,"3,461 [2,678 – 4,279]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Male,MLE,Chronic obstructive pulmonary disease,3470,1953,5216,"3,470 [1,953 – 5,216]",7/6/18 0:00
EMR,Eastern Mediterranean,Sudan,2016,Both sexes,BTSX,Stroke,3471,2949,4067,"3,471 [2,949 – 4,067]",7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Both sexes,BTSX,Total,3494,2806,4232,"3,494 [2,806 – 4,232]",7/6/18 0:00
AMR,Americas,Brazil,2016,Female,FMLE,Chronic obstructive pulmonary disease,3501,1359,6235,"3,501 [1,359 – 6,235]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Male,MLE,Total,3525,2872,4180,"3,525 [2,872 – 4,180]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Female,FMLE,Lower respiratory infections,3527,2803,4228,"3,527 [2,803 – 4,228]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Male,MLE,Lower respiratory infections,3552,2146,5090,"3,552 [2,146 – 5,090]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Both sexes,BTSX,Ischaemic heart disease,3569,2965,4134,"3,569 [2,965 – 4,134]",7/6/18 0:00
AFR,Africa,South Sudan,2016,Both sexes,BTSX,Lower respiratory infections,3599,2683,4574,"3,599 [2,683 – 4,574]",7/6/18 0:00
AFR,Africa,Algeria,2016,Female,FMLE,Ischaemic heart disease,3601,2826,4418,"3,601 [2,826 – 4,418]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Male,MLE,Chronic obstructive pulmonary disease,3609,1954,5638,"3,609 [1,954 – 5,638]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Female,FMLE,Stroke,3609,2836,4518,"3,609 [2,836 – 4,518]",7/6/18 0:00
EUR,Europe,Serbia,2016,Male,MLE,Total,3613,3039,4203,"3,613 [3,039 – 4,203]",7/6/18 0:00
SEAR,South-East Asia,Thailand,2016,Male,MLE,Stroke,3616,2892,4506,"3,616 [2,892 – 4,506]",7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Male,MLE,Ischaemic heart disease,3616,3046,4177,"3,616 [3,046 – 4,177]",7/6/18 0:00
AMR,Americas,Bolivia (Plurinational State of),2016,Both sexes,BTSX,Total,3632,2992,4350,"3,632 [2,992 – 4,350]",7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Male,MLE,Chronic obstructive pulmonary disease,3654,2387,5053,"3,654 [2,387 – 5,053]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,BTSX,Lower respiratory infections,3657,1105,7394,"3,657 [1,105 – 7,394]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Female,FMLE,Total,3657,3032,4300,"3,657 [3,032 – 4,300]",7/6/18 0:00
EUR,Europe,Greece,2016,Male,MLE,Total,3658,2927,4501,"3,658 [2,927 – 4,501]",7/6/18 0:00
AFR,Africa,Kenya,2016,Male,MLE,Total,3674,2846,4536,"3,674 [2,846 – 4,536]",7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Both sexes,BTSX,Ischaemic heart disease,3676,2907,4434,"3,676 [2,907 – 4,434]",7/6/18 0:00
AFR,Africa,Zimbabwe,2016,Both sexes,BTSX,Total,3686,2713,4758,"3,686 [2,713 – 4,758]",7/6/18 0:00
AFR,Africa,Mali,2016,Both sexes,BTSX,Lower respiratory infections,3692,2586,4884,"3,692 [2,586 – 4,884]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Female,FMLE,Ischaemic heart disease,3692,2757,4683,"3,692 [2,757 – 4,683]",7/6/18 0:00
EUR,Europe,Poland,2016,Both sexes,BTSX,Stroke,3733,2425,6044,"3,733 [2,425 – 6,044]",7/6/18 0:00
EUR,Europe,Ukraine,2016,Male,MLE,Stroke,3736,2785,4983,"3,736 [2,785 – 4,983]",7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Male,MLE,Total,3740,3234,4236,"3,740 [3,234 – 4,236]",7/6/18 0:00
EUR,Europe,Belarus,2016,Male,MLE,Ischaemic heart disease,3747,2915,4500,"3,747 [2,915 – 4,500]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Both sexes,BTSX,Lower respiratory infections,3748,2863,4683,"3,748 [2,863 – 4,683]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Male,MLE,Stroke,3749,2989,4559,"3,749 [2,989 – 4,559]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Female,FMLE,Chronic obstructive pulmonary disease,3756,2090,5713,"3,756 [2,090 – 5,713]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Female,FMLE,Ischaemic heart disease,3757,3007,4462,"3,757 [3,007 – 4,462]",7/6/18 0:00
EUR,Europe,Czechia,2016,Both sexes,BTSX,Ischaemic heart disease,3760,2581,4956,"3,760 [2,581 – 4,956]",7/6/18 0:00
AFR,Africa,Zambia,2016,Both sexes,BTSX,Total,3768,2856,4711,"3,768 [2,856 – 4,711]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Male,MLE,Ischaemic heart disease,3777,2946,4608,"3,777 [2,946 – 4,608]",7/6/18 0:00
EUR,Europe,Belarus,2016,Female,FMLE,Ischaemic heart disease,3801,2547,5121,"3,801 [2,547 – 5,121]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Male,MLE,"Trachea, bronchus, lung cancers",3803,1776,6468,"3,803 [1,776 – 6,468]",7/6/18 0:00
AFR,Africa,South Africa,2016,Male,MLE,Ischaemic heart disease,3827,3119,4532,"3,827 [3,119 – 4,532]",7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Female,FMLE,Total,3834,2925,4782,"3,834 [2,925 – 4,782]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Both sexes,BTSX,Lower respiratory infections,3842,2319,5500,"3,842 [2,319 – 5,500]",7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Both sexes,BTSX,Lower respiratory infections,3845,2601,5199,"3,845 [2,601 – 5,199]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Female,FMLE,Total,3853,3152,4714,"3,853 [3,152 – 4,714]",7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Both sexes,BTSX,Ischaemic heart disease,3870,2844,4864,"3,870 [2,844 – 4,864]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Male,MLE,Stroke,3882,3153,4702,"3,882 [3,153 – 4,702]",7/6/18 0:00
AMR,Americas,Argentina,2016,Both sexes,BTSX,Lower respiratory infections,3891,1450,7168,"3,891 [1,450 – 7,168]",7/6/18 0:00
AFR,Africa,Mali,2016,Female,FMLE,Total,3915,3289,4587,"3,915 [3,289 – 4,587]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Male,MLE,Lower respiratory infections,3917,1835,6501,"3,917 [1,835 – 6,501]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Female,FMLE,Lower respiratory infections,3944,3136,4764,"3,944 [3,136 – 4,764]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Female,FMLE,Lower respiratory infections,3976,2531,5549,"3,976 [2,531 – 5,549]",7/6/18 0:00
AMR,Americas,Colombia,2016,Male,MLE,Ischaemic heart disease,3981,3108,4770,"3,981 [3,108 – 4,770]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Both sexes,BTSX,Ischaemic heart disease,3982,3232,4699,"3,982 [3,232 – 4,699]",7/6/18 0:00
AFR,Africa,South Africa,2016,Both sexes,BTSX,Stroke,3985,3090,5078,"3,985 [3,090 – 5,078]",7/6/18 0:00
AFR,Africa,Gambia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3.05,1.79,4.46,3.05 [1.79 – 4.46],7/6/18 0:00
AFR,Africa,Central African Republic,2016,Female,FMLE,"Trachea, bronchus, lung cancers",3.05,1.93,4.24,3.05 [1.93 – 4.24],7/6/18 0:00
AMR,Americas,Barbados,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.06,1.68,4.69,3.06 [1.68 – 4.69],7/6/18 0:00
AMR,Americas,Guyana,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3.09,1.67,4.77,3.09 [1.67 – 4.77],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,3.12,1.15,5.66,3.12 [1.15 – 5.66],7/6/18 0:00
WPR,Western Pacific,Vanuatu,2016,Female,FMLE,Lower respiratory infections,3.16,0.94,6.38,3.16 [0.94 – 6.38],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Female,FMLE,Chronic obstructive pulmonary disease,3.17,2.1,4.34,3.17 [2.1 – 4.34],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Both sexes,BTSX,Lower respiratory infections,3.24,1.01,6.43,3.24 [1.01 – 6.43],7/6/18 0:00
AMR,Americas,Saint Vincent and the Grenadines,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,3.24,1.68,5.17,3.24 [1.68 – 5.17],7/6/18 0:00
WPR,Western Pacific,Micronesia (Federated States of),2016,Female,FMLE,Stroke,3.24,2.23,4.94,3.24 [2.23 – 4.94],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Female,FMLE,Ischaemic heart disease,3.42,2.35,4.55,3.42 [2.35 – 4.55],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.45,2.12,4.93,3.45 [2.12 – 4.93],7/6/18 0:00
SEAR,South-East Asia,Maldives,2016,Male,MLE,Chronic obstructive pulmonary disease,3.47,0.93,6.92,3.47 [0.93 – 6.92],7/6/18 0:00
EUR,Europe,Iceland,2016,Both sexes,BTSX,Lower respiratory infections,3.48,0.49,9.13,3.48 [0.49 – 9.13],7/6/18 0:00
AMR,Americas,Antigua and Barbuda,2016,Female,FMLE,Stroke,3.49,2.39,5.2,3.49 [2.39 – 5.2],7/6/18 0:00
AMR,Americas,Belize,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.51,1.9,5.42,3.51 [1.9 – 5.42],7/6/18 0:00
WPR,Western Pacific,Brunei Darussalam,2016,Male,MLE,Stroke,3.54,2.17,5.68,3.54 [2.17 – 5.68],7/6/18 0:00
EMR,Eastern Mediterranean,Djibouti,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3.56,2.2,5.04,3.56 [2.2 – 5.04],7/6/18 0:00
EUR,Europe,Iceland,2016,Male,MLE,Stroke,3.59,1.49,10.01,3.59 [1.49 – 10.01],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Female,FMLE,"Trachea, bronchus, lung cancers",3.59,2.2,5.13,3.59 [2.2 – 5.13],7/6/18 0:00
AMR,Americas,Grenada,2016,Male,MLE,Stroke,3.59,2.61,5.14,3.59 [2.61 – 5.14],7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.61,1.93,5.64,3.61 [1.93 – 5.64],7/6/18 0:00
AFR,Africa,Malawi,2016,Female,FMLE,"Trachea, bronchus, lung cancers",3.63,1.98,5.59,3.63 [1.98 – 5.59],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Female,FMLE,Stroke,3.66,2.32,6.39,3.66 [2.32 – 6.39],7/6/18 0:00
AFR,Africa,Liberia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",3.67,1.9,5.89,3.67 [1.9 – 5.89],7/6/18 0:00
AFR,Africa,Seychelles,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,3.69,1.79,6.05,3.69 [1.79 – 6.05],7/6/18 0:00
WPR,Western Pacific,Solomon Islands,2016,Female,FMLE,Chronic obstructive pulmonary disease,3.72,1.37,6.76,3.72 [1.37 – 6.76],7/6/18 0:00
WPR,Western Pacific,Micronesia (Federated States of),2016,Both sexes,BTSX,Lower respiratory infections,3.73,1.17,7.36,3.73 [1.17 – 7.36],7/6/18 0:00
SEAR,South-East Asia,Maldives,2016,Male,MLE,Stroke,3.78,2.31,6.78,3.78 [2.31 – 6.78],7/6/18 0:00
EUR,Europe,Iceland,2016,Male,MLE,Chronic obstructive pulmonary disease,3.8,0.78,8.37,3.8 [0.78 – 8.37],7/6/18 0:00
WPR,Western Pacific,Brunei Darussalam,2016,Female,FMLE,Stroke,3.82,2.22,6.88,3.82 [2.22 – 6.88],7/6/18 0:00
WPR,Western Pacific,Kiribati,2016,Female,FMLE,Ischaemic heart disease,3.85,3.01,4.66,3.85 [3.01 – 4.66],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,3.87,1.45,6.98,3.87 [1.45 – 6.98],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.87,2.48,5.34,3.87 [2.48 – 5.34],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Both sexes,BTSX,Stroke,3.96,2.59,6.64,3.96 [2.59 – 6.64],7/6/18 0:00
AFR,Africa,Namibia,2016,Male,MLE,"Trachea, bronchus, lung cancers",3.98,2.19,6.09,3.98 [2.19 – 6.09],7/6/18 0:00
SEAR,South-East Asia,Maldives,2016,Female,FMLE,Chronic obstructive pulmonary disease,3.99,1.07,7.97,3.99 [1.07 – 7.97],7/6/18 0:00
EMR,Eastern Mediterranean,Egypt,2016,Female,FMLE,Total,30022,26871,33699,"30,022 [26,871 – 33,699]",7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Both sexes,BTSX,Lower respiratory infections,30.16,23.96,36.2,30.16 [23.96 – 36.2],7/6/18 0:00
AFR,Africa,Gabon,2016,Female,FMLE,Chronic obstructive pulmonary disease,30.35,17.29,44.99,30.35 [17.29 – 44.99],7/6/18 0:00
AFR,Africa,Botswana,2016,Female,FMLE,Chronic obstructive pulmonary disease,30.38,15.87,48.24,30.38 [15.87 – 48.24],7/6/18 0:00
EUR,Europe,Albania,2016,Female,FMLE,Lower respiratory infections,30.43,15.48,48.28,30.43 [15.48 – 48.28],7/6/18 0:00
EUR,Europe,Cyprus,2016,Male,MLE,"Trachea, bronchus, lung cancers",30.44,15.94,48.52,30.44 [15.94 – 48.52],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Female,FMLE,Lower respiratory infections,30.48,22.36,39.08,30.48 [22.36 – 39.08],7/6/18 0:00
EUR,Europe,Lithuania,2016,Female,FMLE,Lower respiratory infections,30.55,10.43,58.36,30.55 [10.43 – 58.36],7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",30.69,17.47,45.88,30.69 [17.47 – 45.88],7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Male,MLE,"Trachea, bronchus, lung cancers",30.69,18.87,43.69,30.69 [18.87 – 43.69],7/6/18 0:00
AFR,Africa,Comoros,2016,Female,FMLE,Ischaemic heart disease,30.75,24.59,36.66,30.75 [24.59 – 36.66],7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Male,MLE,Chronic obstructive pulmonary disease,30.78,17.5,45.77,30.78 [17.5 – 45.77],7/6/18 0:00
AMR,Americas,Trinidad and Tobago,2016,Female,FMLE,Lower respiratory infections,30.81,17.7,45.26,30.81 [17.7 – 45.26],7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,30.94,17.75,45.74,30.94 [17.75 – 45.74],7/6/18 0:00
EUR,Europe,The former Yugoslav Republic of Macedonia,2016,Both sexes,BTSX,Lower respiratory infections,30.97,20.97,41.83,30.97 [20.97 – 41.83],7/6/18 0:00
EUR,Europe,Montenegro,2016,Male,MLE,"Trachea, bronchus, lung cancers",30.99,16.79,47.93,30.99 [16.79 – 47.93],7/6/18 0:00
EUR,Europe,Belarus,2016,Male,MLE,"Trachea, bronchus, lung cancers",301,160.1,473.9,301 [160.1 – 473.9],7/6/18 0:00
EUR,Europe,Finland,2016,Female,FMLE,Ischaemic heart disease,301.6,123.6,550.3,301.6 [123.6 – 550.3],7/6/18 0:00
AFR,Africa,Namibia,2016,Both sexes,BTSX,Lower respiratory infections,301.7,173.9,442.4,301.7 [173.9 – 442.4],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Female,FMLE,Ischaemic heart disease,303.1,220.8,383.9,303.1 [220.8 – 383.9],7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Male,MLE,Chronic obstructive pulmonary disease,303.5,186.9,428,303.5 [186.9 – 428],7/6/18 0:00
WPR,Western Pacific,New Zealand,2016,Female,FMLE,Total,303.8,183.4,490.4,303.8 [183.4 – 490.4],7/6/18 0:00
AFR,Africa,Botswana,2016,Male,MLE,Total,304,248.4,366.3,304 [248.4 – 366.3],7/6/18 0:00
SEAR,South-East Asia,Timor-Leste,2016,Both sexes,BTSX,Total,304.3,246.7,372.1,304.3 [246.7 – 372.1],7/6/18 0:00
EUR,Europe,Austria,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",306,147.7,512.4,306 [147.7 – 512.4],7/6/18 0:00
AMR,Americas,Jamaica,2016,Female,FMLE,Total,306.2,233.8,431.3,306.2 [233.8 – 431.3],7/6/18 0:00
EUR,Europe,Croatia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,306.6,142.8,511.1,306.6 [142.8 – 511.1],7/6/18 0:00
AFR,Africa,Niger,2016,Female,FMLE,Chronic obstructive pulmonary disease,307.1,194,433.2,307.1 [194 – 433.2],7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Male,MLE,Stroke,307.5,247.1,379.4,307.5 [247.1 – 379.4],7/6/18 0:00
EUR,Europe,Slovakia,2016,Both sexes,BTSX,Lower respiratory infections,307.7,151.1,496.1,307.7 [151.1 – 496.1],7/6/18 0:00
AMR,Americas,Paraguay,2016,Both sexes,BTSX,Stroke,308.8,215.3,468.9,308.8 [215.3 – 468.9],7/6/18 0:00
EMR,Eastern Mediterranean,Iraq,2016,Female,FMLE,Chronic obstructive pulmonary disease,309.2,190.4,436.1,309.2 [190.4 – 436.1],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Male,MLE,Ischaemic heart disease,309.6,238.9,377.3,309.6 [238.9 – 377.3],7/6/18 0:00
AFR,Africa,Gabon,2016,Both sexes,BTSX,Lower respiratory infections,309.8,225.6,397.4,309.8 [225.6 – 397.4],7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Both sexes,BTSX,Total,31554,25626,37632,"31,554 [25,626 – 37,632]",7/6/18 0:00
